Fecha,Tarde/Noche,Centena,Fijo,1er Corrido,2do Corrido
08/07/2016,N,8,7,97,2
09/07/2016,T,0,43,68,40
09/07/2016,N,5,66,15,20
10/07/2016,T,1,32,32,33
10/07/2016,N,3,33,28,99
11/07/2016,T,1,15,82,55
11/07/2016,N,7,30,52,72
12/07/2016,T,5,40,46,21
12/07/2016,N,8,60,64,86
13/07/2016,T,1,15,12,91
13/07/2016,N,8,20,47,68
14/07/2016,T,1,64,32,79
14/07/2016,N,4,68,47,53
15/07/2016,T,9,32,14,34
15/07/2016,N,7,90,70,79
16/07/2016,T,2,16,45,45
16/07/2016,N,2,9,62,31
17/07/2016,T,4,45,17,41
17/07/2016,N,3,24,42,91
18/07/2016,T,6,71,32,73
18/07/2016,N,1,66,84,19
19/07/2016,T,7,81,99,30
19/07/2016,N,3,45,37,33
20/07/2016,T,3,94,9,59
20/07/2016,N,6,37,23,49
21/07/2016,T,6,24,6,22
21/07/2016,N,9,62,24,88
22/07/2016,T,7,95,4,33
22/07/2016,N,2,46,38,17
23/07/2016,T,6,56,91,44
23/07/2016,N,6,67,99,98
24/07/2016,T,7,83,15,32
24/07/2016,N,1,32,50,68
25/07/2016,T,3,10,87,17
25/07/2016,N,8,33,86,63
26/07/2016,T,0,49,42,79
26/07/2016,N,7,51,90,80
27/07/2016,T,4,46,75,24
27/07/2016,N,3,38,18,0
28/07/2016,T,1,39,22,24
28/07/2016,N,7,59,47,35
29/07/2016,T,6,29,74,40
29/07/2016,N,2,77,6,44
30/07/2016,T,2,6,63,52
30/07/2016,N,2,59,88,31
31/07/2016,T,5,12,20,60
31/07/2016,N,4,5,64,15
01/08/2016,T,8,72,45,49
01/08/2016,N,8,26,57,48
02/08/2016,T,3,44,24,88
02/08/2016,N,3,86,18,41
03/08/2016,T,6,93,10,47
03/08/2016,N,1,17,54,66
04/08/2016,T,6,6,10,26
04/08/2016,N,5,3,46,28
05/08/2016,T,1,62,92,33
05/08/2016,N,2,12,89,24
06/08/2016,T,5,95,39,67
06/08/2016,N,8,62,0,1
07/08/2016,T,3,9,2,23
07/08/2016,N,5,69,82,44
08/08/2016,T,4,5,21,75
08/08/2016,N,3,45,92,20
09/08/2016,T,8,81,2,92
09/08/2016,N,4,70,95,41
10/08/2016,T,3,50,36,47
10/08/2016,N,2,48,71,17
11/08/2016,T,1,87,75,25
11/08/2016,N,8,71,32,82
12/08/2016,T,8,29,82,0
12/08/2016,N,9,93,97,44
13/08/2016,T,0,36,55,31
13/08/2016,N,8,95,62,54
14/08/2016,T,4,41,33,8
14/08/2016,N,4,40,27,32
15/08/2016,T,3,40,7,6
15/08/2016,N,0,67,72,17
16/08/2016,T,0,46,61,84
16/08/2016,N,3,51,86,51
17/08/2016,T,9,37,61,36
17/08/2016,N,7,75,69,74
18/08/2016,T,1,37,26,84
18/08/2016,N,2,53,70,60
19/08/2016,T,5,45,95,34
19/08/2016,N,8,69,89,1
20/08/2016,T,8,23,23,44
20/08/2016,N,3,49,88,74
21/08/2016,T,6,91,26,38
21/08/2016,N,2,33,74,4
22/08/2016,T,1,58,2,94
22/08/2016,N,5,6,16,30
23/08/2016,T,6,90,92,91
23/08/2016,N,5,72,85,43
24/08/2016,T,6,80,94,81
24/08/2016,N,7,43,14,82
25/08/2016,T,5,99,81,42
25/08/2016,N,6,64,29,36
26/08/2016,T,7,14,67,31
26/08/2016,N,5,98,76,6
27/08/2016,T,6,90,20,47
27/08/2016,N,0,64,54,85
28/08/2016,T,8,41,31,4
28/08/2016,N,0,77,7,96
29/08/2016,T,4,99,90,63
29/08/2016,N,8,53,76,86
30/08/2016,T,0,42,73,11
30/08/2016,N,9,84,82,83
31/08/2016,T,8,60,10,5
31/08/2016,N,2,98,12,25
01/09/2016,T,5,52,11,65
01/09/2016,N,2,48,95,70
02/09/2016,T,6,38,50,2
02/09/2016,N,6,87,7,73
03/09/2016,T,3,52,89,86
03/09/2016,N,3,32,99,1
04/09/2016,T,1,76,28,58
04/09/2016,N,0,43,78,46
05/09/2016,T,3,54,36,2
05/09/2016,N,1,59,93,3
06/09/2016,T,9,92,48,78
06/09/2016,N,3,64,64,88
07/09/2016,T,0,73,36,50
07/09/2016,N,0,80,11,32
08/09/2016,T,0,11,61,36
08/09/2016,N,4,78,60,64
09/09/2016,T,0,69,45,85
09/09/2016,N,2,99,87,9
10/09/2016,T,8,25,95,81
10/09/2016,N,6,67,3,71
11/09/2016,T,2,57,54,50
11/09/2016,N,9,72,44,21
12/09/2016,T,1,94,7,88
12/09/2016,N,1,15,23,62
13/09/2016,T,4,42,74,23
13/09/2016,N,4,68,28,32
14/09/2016,T,7,9,30,98
14/09/2016,N,6,64,6,61
15/09/2016,T,0,56,85,64
15/09/2016,N,7,39,19,11
16/09/2016,T,8,87,60,14
16/09/2016,N,6,71,84,96
17/09/2016,T,2,64,58,90
17/09/2016,N,8,13,37,41
18/09/2016,T,8,76,91,96
18/09/2016,N,3,21,30,61
19/09/2016,T,0,54,80,81
19/09/2016,N,8,28,39,35
20/09/2016,T,8,2,81,27
20/09/2016,N,6,20,85,91
21/09/2016,T,0,23,79,19
21/09/2016,N,5,85,50,27
22/09/2016,T,5,32,33,18
22/09/2016,N,3,62,63,4
23/09/2016,T,0,59,93,12
23/09/2016,N,4,0,92,80
24/09/2016,T,7,19,40,53
24/09/2016,N,0,67,39,18
25/09/2016,T,7,25,12,90
25/09/2016,N,3,93,58,50
26/09/2016,T,7,86,16,18
26/09/2016,N,4,80,66,76
27/09/2016,T,7,79,54,24
27/09/2016,N,9,42,86,61
28/09/2016,T,2,57,49,77
28/09/2016,N,2,25,72,1
29/09/2016,T,4,49,34,10
29/09/2016,N,2,98,0,40
30/09/2016,T,2,77,89,75
30/09/2016,N,8,42,26,62
01/10/2016,T,0,50,81,7
01/10/2016,N,0,87,64,36
02/10/2016,T,9,11,50,44
02/10/2016,N,4,87,83,93
03/10/2016,T,3,76,47,89
03/10/2016,N,0,30,96,82
04/10/2016,T,5,49,92,14
04/10/2016,N,9,62,57,8
05/10/2016,T,8,56,0,14
05/10/2016,N,7,2,26,42
06/10/2016,T,8,85,13,56
06/10/2016,N,1,43,0,73
07/10/2016,T,7,63,14,73
07/10/2016,N,1,52,83,83
08/10/2016,T,4,99,58,57
08/10/2016,N,6,49,31,4
09/10/2016,T,3,86,57,13
09/10/2016,N,8,73,44,6
10/10/2016,T,4,31,93,58
10/10/2016,N,2,34,98,91
11/10/2016,T,1,81,27,84
11/10/2016,N,8,6,58,38
12/10/2016,T,7,42,58,88
12/10/2016,N,2,8,43,64
13/10/2016,T,7,78,19,36
13/10/2016,N,9,76,16,11
14/10/2016,T,8,5,59,81
14/10/2016,N,7,74,45,5
15/10/2016,T,8,86,25,66
15/10/2016,N,4,85,99,20
16/10/2016,T,8,8,46,94
16/10/2016,N,8,41,52,67
17/10/2016,T,0,45,8,40
17/10/2016,N,1,93,61,15
18/10/2016,T,1,84,72,74
18/10/2016,N,5,86,68,97
19/10/2016,T,8,31,23,61
19/10/2016,N,1,4,51,24
20/10/2016,T,2,17,39,69
20/10/2016,N,7,64,60,35
21/10/2016,T,7,78,93,0
21/10/2016,N,8,86,78,92
22/10/2016,T,1,16,47,48
22/10/2016,N,4,82,64,14
23/10/2016,T,6,25,19,93
23/10/2016,N,1,29,78,90
24/10/2016,T,3,81,69,26
24/10/2016,N,1,94,87,8
25/10/2016,T,9,73,32,78
25/10/2016,N,0,59,20,35
26/10/2016,T,0,63,77,49
26/10/2016,N,5,97,43,25
27/10/2016,T,5,11,41,77
27/10/2016,N,2,73,72,31
28/10/2016,T,4,62,70,89
28/10/2016,N,5,65,78,8
29/10/2016,T,1,84,55,40
29/10/2016,N,7,7,29,7
30/10/2016,T,5,77,17,29
30/10/2016,N,5,60,88,35
31/10/2016,T,5,37,77,79
31/10/2016,N,6,56,73,90
01/11/2016,T,4,68,81,0
01/11/2016,N,9,30,95,21
02/11/2016,T,9,18,15,58
02/11/2016,N,5,80,23,75
03/11/2016,T,1,60,4,84
03/11/2016,N,3,71,70,32
04/11/2016,T,8,21,56,54
04/11/2016,N,5,40,44,82
05/11/2016,T,2,86,83,20
05/11/2016,N,7,38,21,84
06/11/2016,T,2,2,68,55
06/11/2016,N,7,25,80,86
07/11/2016,T,0,21,21,3
07/11/2016,N,8,0,98,89
08/11/2016,T,8,1,4,15
08/11/2016,N,3,89,38,29
09/11/2016,T,1,67,68,21
09/11/2016,N,6,15,26,63
10/11/2016,T,7,72,36,67
10/11/2016,N,5,39,6,14
11/11/2016,T,2,19,97,26
11/11/2016,N,6,39,6,35
12/11/2016,T,7,87,51,73
12/11/2016,N,1,16,58,27
13/11/2016,T,9,12,54,43
13/11/2016,N,0,7,0,99
14/11/2016,T,7,4,17,6
14/11/2016,N,7,97,83,30
15/11/2016,T,9,30,38,54
15/11/2016,N,2,66,42,36
16/11/2016,T,0,42,76,8
16/11/2016,N,8,25,84,71
17/11/2016,T,6,52,38,45
17/11/2016,N,0,26,28,82
18/11/2016,T,4,11,51,85
18/11/2016,N,9,9,98,98
19/11/2016,T,6,67,30,48
19/11/2016,N,6,84,48,19
20/11/2016,T,4,85,71,95
20/11/2016,N,6,43,37,85
21/11/2016,T,6,0,70,11
21/11/2016,N,0,9,92,71
22/11/2016,T,5,39,70,32
22/11/2016,N,1,48,51,86
23/11/2016,T,8,15,45,23
23/11/2016,N,8,52,15,44
24/11/2016,T,8,95,63,86
24/11/2016,N,6,23,14,68
25/11/2016,T,5,39,5,17
25/11/2016,N,8,34,5,12
26/11/2016,T,3,90,26,25
26/11/2016,N,2,40,97,25
27/11/2016,T,9,15,7,0
27/11/2016,N,2,55,54,2
28/11/2016,T,8,6,76,38
28/11/2016,N,4,8,57,74
29/11/2016,T,3,33,54,52
29/11/2016,N,9,58,95,80
30/11/2016,T,2,24,71,43
30/11/2016,N,2,28,28,54
01/12/2016,T,8,5,93,0
01/12/2016,N,6,79,19,69
02/12/2016,T,5,56,98,33
02/12/2016,N,0,62,97,1
03/12/2016,T,2,58,95,43
03/12/2016,N,3,16,31,74
04/12/2016,T,6,25,98,80
04/12/2016,N,3,0,51,56
05/12/2016,T,6,31,71,7
05/12/2016,N,0,49,28,25
06/12/2016,T,6,34,75,61
06/12/2016,N,5,1,72,73
07/12/2016,T,0,72,89,28
07/12/2016,N,4,34,77,18
08/12/2016,T,8,51,33,64
08/12/2016,N,7,24,32,21
09/12/2016,T,4,30,54,44
09/12/2016,N,0,42,78,48
10/12/2016,T,0,35,34,23
10/12/2016,N,8,42,66,79
11/12/2016,T,9,59,24,62
11/12/2016,N,6,72,9,92
12/12/2016,T,4,8,31,11
12/12/2016,N,4,20,47,98
13/12/2016,T,8,34,85,72
13/12/2016,N,0,10,48,30
14/12/2016,T,9,89,87,81
14/12/2016,N,2,1,63,26
15/12/2016,T,7,61,10,81
15/12/2016,N,8,71,91,95
16/12/2016,T,4,71,42,73
16/12/2016,N,3,28,64,64
17/12/2016,T,8,70,7,46
17/12/2016,N,8,39,24,30
18/12/2016,T,8,21,55,46
18/12/2016,N,3,13,19,56
19/12/2016,T,1,7,64,52
19/12/2016,N,2,68,20,44
20/12/2016,T,7,33,25,93
20/12/2016,N,3,37,51,88
21/12/2016,T,4,14,44,31
21/12/2016,N,4,71,55,63
22/12/2016,T,7,96,66,43
22/12/2016,N,2,30,7,76
23/12/2016,T,2,56,20,30
23/12/2016,N,2,41,39,35
24/12/2016,T,6,64,42,68
24/12/2016,N,6,70,62,14
25/12/2016,T,4,15,2,61
25/12/2016,N,7,40,52,62
26/12/2016,T,5,19,43,9
26/12/2016,N,4,31,20,76
27/12/2016,T,7,42,29,56
27/12/2016,N,5,96,16,2
28/12/2016,T,5,7,3,11
28/12/2016,N,9,73,68,2
29/12/2016,T,4,15,65,39
29/12/2016,N,5,58,58,68
30/12/2016,T,7,85,27,92
30/12/2016,N,5,37,64,20
31/12/2016,T,3,33,49,28
31/12/2016,N,7,30,93,63
01/01/2017,T,3,93,37,95
01/01/2017,N,6,78,52,5
02/01/2017,T,9,56,22,31
02/01/2017,N,8,8,0,48
03/01/2017,T,4,76,93,98
03/01/2017,N,8,50,65,93
04/01/2017,T,4,99,75,7
04/01/2017,N,6,69,36,98
05/01/2017,T,2,53,84,2
05/01/2017,N,6,80,81,93
06/01/2017,T,3,95,54,24
06/01/2017,N,2,80,34,4
07/01/2017,T,8,2,83,21
07/01/2017,N,8,15,39,92
08/01/2017,T,3,0,39,52
08/01/2017,N,4,82,2,20
09/01/2017,T,6,1,50,23
09/01/2017,N,2,42,27,54
10/01/2017,T,1,5,65,43
10/01/2017,N,5,26,28,17
11/01/2017,T,9,27,51,8
11/01/2017,N,9,67,99,36
12/01/2017,T,8,74,30,9
12/01/2017,N,1,99,91,27
13/01/2017,T,6,42,9,0
13/01/2017,N,9,25,15,56
14/01/2017,T,2,45,9,86
14/01/2017,N,3,52,5,7
15/01/2017,T,2,85,2,75
15/01/2017,N,8,34,75,33
16/01/2017,T,7,68,38,18
16/01/2017,N,9,75,35,1
17/01/2017,T,1,73,60,20
17/01/2017,N,1,52,82,4
18/01/2017,T,4,51,59,32
18/01/2017,N,3,35,87,72
19/01/2017,T,5,61,7,73
19/01/2017,N,7,12,63,96
20/01/2017,T,5,67,26,2
20/01/2017,N,5,74,14,23
21/01/2017,T,3,40,17,58
21/01/2017,N,9,80,84,94
22/01/2017,T,0,14,66,96
22/01/2017,N,7,11,10,63
23/01/2017,T,2,43,18,65
23/01/2017,N,3,23,37,97
24/01/2017,T,9,24,19,10
24/01/2017,N,8,90,21,38
25/01/2017,T,1,74,7,45
25/01/2017,N,6,87,0,11
26/01/2017,T,4,22,29,22
26/01/2017,N,4,78,11,6
27/01/2017,T,7,88,7,25
27/01/2017,N,1,72,31,65
28/01/2017,T,8,10,54,74
28/01/2017,N,8,23,9,14
29/01/2017,T,0,59,45,64
29/01/2017,N,5,43,35,95
30/01/2017,T,8,86,11,64
30/01/2017,N,0,74,99,86
31/01/2017,T,0,44,22,34
31/01/2017,N,8,67,13,97
01/02/2017,T,7,57,12,66
01/02/2017,N,7,98,7,47
02/02/2017,T,2,72,83,75
02/02/2017,N,1,83,34,13
03/02/2017,T,3,77,18,94
03/02/2017,N,4,1,15,36
04/02/2017,T,4,30,45,32
04/02/2017,N,0,71,24,22
05/02/2017,T,0,20,71,76
05/02/2017,N,6,13,19,92
06/02/2017,T,8,11,23,68
06/02/2017,N,5,18,72,29
07/02/2017,T,9,29,9,13
07/02/2017,N,5,49,79,43
08/02/2017,T,8,33,60,88
08/02/2017,N,6,1,12,98
09/02/2017,T,7,33,73,19
09/02/2017,N,0,82,14,11
10/02/2017,T,7,27,35,1
10/02/2017,N,1,19,13,25
11/02/2017,T,5,1,61,16
11/02/2017,N,2,48,18,23
12/02/2017,T,4,81,91,82
12/02/2017,N,5,16,21,98
13/02/2017,T,2,48,19,25
13/02/2017,N,0,7,34,14
14/02/2017,T,9,57,40,46
14/02/2017,N,5,23,74,28
15/02/2017,T,9,80,67,28
15/02/2017,N,4,39,17,79
16/02/2017,T,4,47,76,78
16/02/2017,N,3,78,11,57
17/02/2017,T,7,25,29,13
17/02/2017,N,5,19,53,92
18/02/2017,T,4,81,54,46
18/02/2017,N,9,89,52,45
19/02/2017,T,2,37,28,50
19/02/2017,N,9,28,38,42
20/02/2017,T,3,44,21,39
20/02/2017,N,4,10,50,72
21/02/2017,T,5,53,40,10
21/02/2017,N,4,44,44,32
22/02/2017,T,2,14,9,25
22/02/2017,N,5,56,10,55
23/02/2017,T,5,98,45,21
23/02/2017,N,7,4,50,1
24/02/2017,T,6,42,56,35
24/02/2017,N,3,56,81,6
25/02/2017,T,7,37,54,96
25/02/2017,N,9,82,22,8
26/02/2017,T,7,52,28,68
26/02/2017,N,9,91,75,82
27/02/2017,T,5,10,67,4
27/02/2017,N,2,83,7,13
28/02/2017,T,2,77,26,40
28/02/2017,N,0,57,2,61
01/03/2017,T,1,28,1,70
01/03/2017,N,0,22,24,96
02/03/2017,T,4,88,73,20
02/03/2017,N,4,68,94,73
03/03/2017,T,7,80,56,2
03/03/2017,N,5,87,68,25
04/03/2017,T,6,27,34,8
04/03/2017,N,8,9,22,77
05/03/2017,T,3,57,60,29
05/03/2017,N,1,74,0,93
06/03/2017,T,5,90,9,98
06/03/2017,N,4,30,75,45
07/03/2017,T,3,7,9,7
07/03/2017,N,4,10,42,20
08/03/2017,T,5,54,97,10
08/03/2017,N,6,12,0,65
09/03/2017,T,2,75,74,1
09/03/2017,N,2,65,47,43
10/03/2017,T,4,82,82,4
10/03/2017,N,1,18,7,50
11/03/2017,T,6,53,74,40
11/03/2017,N,0,22,60,70
12/03/2017,T,5,58,99,90
12/03/2017,N,2,60,94,97
13/03/2017,T,9,28,79,50
13/03/2017,N,2,59,85,58
14/03/2017,T,6,27,60,42
14/03/2017,N,5,4,13,87
15/03/2017,T,8,19,5,53
15/03/2017,N,5,99,5,86
16/03/2017,T,9,46,23,58
16/03/2017,N,4,52,45,72
17/03/2017,T,4,60,49,36
17/03/2017,N,3,47,25,77
18/03/2017,T,5,91,28,46
18/03/2017,N,9,95,69,51
19/03/2017,T,1,46,84,46
19/03/2017,N,3,14,4,29
20/03/2017,T,6,8,46,26
20/03/2017,N,5,82,96,10
21/03/2017,T,7,97,23,19
21/03/2017,N,4,35,88,8
22/03/2017,T,2,66,59,62
22/03/2017,N,6,72,62,12
23/03/2017,T,3,78,22,27
23/03/2017,N,2,61,87,74
24/03/2017,T,9,83,60,75
24/03/2017,N,4,14,39,34
25/03/2017,T,4,22,57,93
25/03/2017,N,4,40,92,88
26/03/2017,T,6,1,49,22
26/03/2017,N,7,22,76,66
27/03/2017,T,9,14,79,79
27/03/2017,N,3,84,19,8
28/03/2017,T,4,13,78,59
28/03/2017,N,9,71,58,90
29/03/2017,T,1,30,17,54
29/03/2017,N,2,19,71,16
30/03/2017,T,3,80,18,45
30/03/2017,N,8,15,75,79
31/03/2017,T,9,0,52,65
31/03/2017,N,8,60,57,69
01/04/2017,T,9,46,99,40
01/04/2017,N,4,80,21,76
02/04/2017,T,1,43,70,14
02/04/2017,N,0,88,73,60
03/04/2017,T,2,19,9,60
03/04/2017,N,8,34,70,75
04/04/2017,T,3,62,13,59
04/04/2017,N,4,86,65,74
05/04/2017,T,4,87,21,51
05/04/2017,N,2,94,18,91
06/04/2017,T,5,41,99,5
06/04/2017,N,7,83,76,41
07/04/2017,T,2,31,24,55
07/04/2017,N,2,13,97,2
08/04/2017,T,7,75,2,31
08/04/2017,N,0,94,34,28
09/04/2017,T,0,46,18,88
09/04/2017,N,4,76,38,98
10/04/2017,T,4,25,69,20
10/04/2017,N,9,12,29,25
11/04/2017,T,4,61,70,42
11/04/2017,N,6,93,57,49
12/04/2017,T,7,93,18,39
12/04/2017,N,5,39,34,43
13/04/2017,T,4,18,1,42
13/04/2017,N,4,31,65,66
14/04/2017,T,1,11,38,60
14/04/2017,N,3,7,77,23
15/04/2017,T,6,5,80,58
15/04/2017,N,7,51,47,14
16/04/2017,T,7,64,74,96
16/04/2017,N,5,94,20,8
17/04/2017,T,0,55,27,22
17/04/2017,N,9,87,59,50
18/04/2017,T,9,39,91,22
18/04/2017,N,9,38,92,74
19/04/2017,T,2,44,86,38
19/04/2017,N,3,43,7,81
20/04/2017,T,4,98,61,60
20/04/2017,N,6,84,42,39
21/04/2017,T,7,96,30,0
21/04/2017,N,3,73,4,12
22/04/2017,T,5,8,95,73
22/04/2017,N,3,8,69,10
23/04/2017,T,0,44,66,1
23/04/2017,N,8,67,34,94
24/04/2017,T,9,34,28,10
24/04/2017,N,4,82,80,74
25/04/2017,T,4,19,55,79
25/04/2017,N,6,67,62,53
26/04/2017,T,5,21,31,83
26/04/2017,N,8,89,18,23
27/04/2017,T,5,56,78,49
27/04/2017,N,4,39,77,89
28/04/2017,T,9,98,86,15
28/04/2017,N,8,68,15,56
29/04/2017,T,0,10,42,16
29/04/2017,N,8,36,34,67
30/04/2017,T,9,14,21,80
30/04/2017,N,5,30,44,98
01/05/2017,T,9,70,40,8
01/05/2017,N,8,72,76,11
02/05/2017,T,5,57,67,30
02/05/2017,N,9,88,78,46
03/05/2017,T,8,70,6,33
03/05/2017,N,1,92,53,62
04/05/2017,T,4,97,22,51
04/05/2017,N,0,84,64,43
05/05/2017,T,6,26,64,43
05/05/2017,N,6,67,77,36
06/05/2017,T,1,12,31,78
06/05/2017,N,3,77,23,17
07/05/2017,T,1,26,64,44
07/05/2017,N,3,83,79,97
08/05/2017,T,2,29,96,53
08/05/2017,N,0,13,62,39
09/05/2017,T,4,35,96,38
09/05/2017,N,4,82,78,73
10/05/2017,T,8,44,80,37
10/05/2017,N,7,22,30,5
11/05/2017,T,7,20,51,56
11/05/2017,N,3,54,43,91
12/05/2017,T,4,65,46,17
12/05/2017,N,2,73,96,62
13/05/2017,T,5,79,53,28
13/05/2017,N,4,40,13,48
14/05/2017,T,3,6,86,29
14/05/2017,N,5,5,24,69
15/05/2017,T,2,34,8,79
15/05/2017,N,3,12,58,73
16/05/2017,T,0,21,86,13
16/05/2017,N,2,74,55,14
17/05/2017,T,8,75,64,18
17/05/2017,N,3,83,94,95
18/05/2017,T,1,20,74,96
18/05/2017,N,9,68,96,51
19/05/2017,T,9,4,10,76
19/05/2017,N,3,98,1,3
20/05/2017,T,8,76,20,31
20/05/2017,N,2,85,16,29
21/05/2017,T,8,73,8,97
21/05/2017,N,4,77,37,49
22/05/2017,T,8,91,76,29
22/05/2017,N,2,40,8,74
23/05/2017,T,4,72,19,44
23/05/2017,N,5,35,74,38
24/05/2017,T,4,21,27,40
24/05/2017,N,9,2,21,43
25/05/2017,T,2,47,35,52
25/05/2017,N,0,54,57,97
26/05/2017,T,0,70,38,13
26/05/2017,N,9,9,25,29
27/05/2017,T,8,33,66,14
27/05/2017,N,8,52,24,60
28/05/2017,T,0,65,41,1
28/05/2017,N,4,90,65,3
29/05/2017,T,7,94,59,74
29/05/2017,N,6,47,44,58
30/05/2017,T,6,92,31,95
30/05/2017,N,1,38,39,25
31/05/2017,T,7,4,50,98
31/05/2017,N,2,24,37,76
01/06/2017,T,4,4,17,91
01/06/2017,N,3,1,56,56
02/06/2017,T,0,65,17,17
02/06/2017,N,7,65,10,54
03/06/2017,T,5,45,42,93
03/06/2017,N,0,0,2,15
04/06/2017,T,3,71,89,57
04/06/2017,N,2,28,70,94
05/06/2017,T,7,89,81,79
05/06/2017,N,5,8,17,98
06/06/2017,T,4,99,49,26
06/06/2017,N,6,52,68,13
07/06/2017,T,6,64,80,88
07/06/2017,N,0,56,53,60
08/06/2017,T,2,95,68,89
08/06/2017,N,0,72,72,33
09/06/2017,T,7,90,81,50
09/06/2017,N,1,51,62,3
10/06/2017,T,0,6,9,58
10/06/2017,N,5,73,16,29
11/06/2017,T,9,26,52,6
11/06/2017,N,5,31,98,18
12/06/2017,T,9,34,30,92
12/06/2017,N,8,71,46,24
13/06/2017,T,2,66,56,15
13/06/2017,N,7,26,51,42
14/06/2017,T,8,87,84,4
14/06/2017,N,7,99,5,38
15/06/2017,T,3,89,89,72
15/06/2017,N,2,5,75,46
16/06/2017,T,6,66,62,75
16/06/2017,N,8,16,78,61
17/06/2017,T,0,69,96,60
17/06/2017,N,4,5,78,95
18/06/2017,T,3,3,80,23
18/06/2017,N,3,6,53,92
19/06/2017,T,5,98,53,60
19/06/2017,N,9,46,64,81
20/06/2017,T,6,62,52,18
20/06/2017,N,9,61,3,5
21/06/2017,T,5,88,41,55
21/06/2017,N,2,72,98,35
22/06/2017,T,0,94,63,55
22/06/2017,N,3,3,72,17
23/06/2017,T,8,35,52,69
23/06/2017,N,1,0,53,48
24/06/2017,T,6,35,45,54
24/06/2017,N,7,40,35,50
25/06/2017,T,0,48,26,52
25/06/2017,N,1,22,53,1
26/06/2017,T,9,94,30,42
26/06/2017,N,6,80,42,84
27/06/2017,T,1,86,91,43
27/06/2017,N,5,48,46,99
28/06/2017,T,6,9,83,68
28/06/2017,N,5,99,0,22
29/06/2017,,6,14,41,93
29/06/2017,N,7,15,88,70
30/06/2017,T,1,42,10,79
30/06/2017,N,8,1,31,75
01/07/2017,T,8,43,7,30
01/07/2017,N,5,3,9,99
02/07/2017,T,6,33,68,90
02/07/2017,N,2,69,20,51
03/07/2017,T,4,84,2,96
03/07/2017,N,4,49,26,5
04/07/2017,T,6,8,36,83
04/07/2017,N,6,45,33,91
05/07/2017,T,6,24,94,90
05/07/2017,N,8,9,73,45
06/07/2017,T,2,21,58,75
06/07/2017,N,0,16,20,30
07/07/2017,T,1,34,2,49
07/07/2017,N,4,13,51,66
08/07/2017,T,9,15,73,40
08/07/2017,N,1,52,93,84
09/07/2017,T,7,41,40,8
09/07/2017,N,5,80,16,22
10/07/2017,T,9,70,85,53
10/07/2017,N,2,16,75,32
11/07/2017,T,2,76,10,10
11/07/2017,N,5,15,7,50
12/07/2017,T,9,0,43,38
12/07/2017,N,1,50,85,84
13/07/2017,T,3,35,68,34
13/07/2017,N,5,9,78,48
14/07/2017,T,4,11,42,82
14/07/2017,N,5,40,0,61
15/07/2017,T,7,25,66,62
15/07/2017,N,8,98,16,60
16/07/2017,T,7,76,25,15
16/07/2017,N,1,9,37,14
17/07/2017,T,0,32,75,33
17/07/2017,N,5,11,11,97
18/07/2017,T,3,12,21,74
18/07/2017,N,3,35,69,37
19/07/2017,T,8,55,37,92
19/07/2017,N,9,72,58,53
20/07/2017,T,1,23,50,41
20/07/2017,N,8,48,15,23
21/07/2017,T,9,8,26,60
21/07/2017,N,4,26,74,13
22/07/2017,T,1,87,92,20
22/07/2017,N,6,94,64,10
23/07/2017,T,7,89,36,92
23/07/2017,N,9,85,32,82
24/07/2017,T,4,94,0,26
24/07/2017,N,8,59,61,22
25/07/2017,T,1,30,1,47
25/07/2017,N,8,19,26,74
26/07/2017,T,3,88,10,18
26/07/2017,N,2,96,4,85
27/07/2017,T,1,53,25,33
27/07/2017,N,3,93,67,3
28/07/2017,T,0,12,10,47
28/07/2017,N,6,14,47,86
29/07/2017,T,6,60,3,73
29/07/2017,N,0,58,33,60
30/07/2017,T,1,52,10,30
30/07/2017,N,6,97,71,63
31/07/2017,T,8,22,22,17
31/07/2017,,1,78,75,7
01/08/2017,T,3,22,4,33
01/08/2017,N,6,62,13,33
02/08/2017,T,2,98,77,4
02/08/2017,N,3,67,67,56
03/08/2017,T,4,19,75,79
03/08/2017,N,3,21,9,35
04/08/2017,T,9,99,87,32
04/08/2017,N,2,82,21,59
05/08/2017,T,7,1,69,74
05/08/2017,N,8,37,85,2
06/08/2017,T,2,25,84,32
06/08/2017,N,4,10,16,92
07/08/2017,T,5,8,12,86
07/08/2017,N,7,46,94,30
08/08/2017,T,7,74,71,92
08/08/2017,N,2,72,3,77
09/08/2017,T,3,43,64,91
09/08/2017,N,2,89,10,34
10/08/2017,T,2,69,31,39
10/08/2017,N,6,39,57,23
11/08/2017,T,9,98,56,88
11/08/2017,N,2,90,65,66
12/08/2017,T,4,90,71,77
12/08/2017,N,5,87,87,37
13/08/2017,T,6,69,15,3
13/08/2017,N,5,20,71,1
14/08/2017,T,8,38,45,28
14/08/2017,N,3,8,91,76
15/08/2017,T,8,85,44,28
15/08/2017,N,2,88,27,36
16/08/2017,T,8,55,97,29
16/08/2017,N,3,18,22,34
17/08/2017,T,4,78,59,47
17/08/2017,N,4,52,60,48
18/08/2017,T,6,94,5,49
18/08/2017,N,5,24,90,45
19/08/2017,T,5,7,97,19
19/08/2017,N,3,66,85,22
20/08/2017,T,8,48,8,72
20/08/2017,N,7,7,37,76
21/08/2017,T,5,21,10,95
21/08/2017,N,8,28,32,65
22/08/2017,T,5,28,33,68
22/08/2017,N,9,47,14,16
